Case_ID,Application_Date,Decision_Date,Processing_Days,Visa_Type,Visa_Class,Applicant_Age,Gender,Applicant_Country,Visa_Country,Processing_Center,Case_Status,Application_Month
C-105748,2022-08-09,2022-09-19,41.0,Tourist,B2,41.0,Other,Thailand,New Zealand,Thailand_Main_Center,Approved,8
C-105749,2021-12-01,2022-01-26,56.0,Student,Student Tier 4,23.0,Male,South Korea,Netherlands,South Korea_Main_Center,Approved,12
C-105750,2021-01-30,2021-03-23,52.0,Student,M1,39.0,Other,Kenya,Netherlands,Kenya_Main_Center,Approved,1
C-105751,2024-09-21,2024-10-18,27.0,Business,B1,25.0,Female,Thailand,Australia,Thailand_Main_Center,Approved,9
C-105752,2021-07-10,2021-08-12,33.0,Business,Schengen Business,56.0,Other,Pakistan,Japan,Pakistan_Main_Center,Approved,7
C-105753,2023-03-18,2023-04-03,16.0,Business,Schengen Business,27.0,Other,India,UAE,Mumbai_Center,Denied,3
C-105754,2022-11-02,2022-12-11,39.0,Tourist,Tourist Visa,46.0,Male,Italy,USA,Italy_Main_Center,Denied,11
C-105755,2024-08-22,2024-10-11,50.0,Tourist,Tourist Visa,30.0,Female,Bangladesh,Japan,Bangladesh_Main_Center,Approved,8
C-105756,2021-07-06,2021-10-01,87.0,Work,Skilled Worker,56.0,Other,Turkey,Germany,Unknown,Approved,7
C-105757,2021-06-15,2021-09-11,88.0,Work,L1,53.0,Female,Egypt,New Zealand,Egypt_Main_Center,Approved,6
C-105758,2022-04-01,2022-04-17,16.0,Student,F1,24.0,Other,South Korea,UAE,South Korea_Main_Center,Approved,4
C-105759,2023-04-07,2023-05-01,24.0,Tourist,Schengen Tourist,28.0,Unknown,Peru,Netherlands,Peru_Main_Center,Denied,4
C-105760,2022-12-08,2022-12-31,23.0,Business,B1,57.0,Male,Canada,New Zealand,Vancouver_Center,Approved,12
C-105761,2022-05-28,2022-06-29,32.0,Tourist,Schengen Tourist,55.0,Female,Thailand,Switzerland,Thailand_Main_Center,Approved,5
C-105762,2020-09-21,2020-10-22,31.0,Tourist,Schengen Tourist,51.0,Male,South Korea,Singapore,South Korea_Main_Center,Approved,9
C-105763,2023-07-26,2023-08-14,19.0,Business,Unknown,39.0,Male,Italy,UK,Italy_Main_Center,Approved,7
C-105764,2021-10-13,2021-11-06,24.0,Business,Schengen Business,25.0,Female,Germany,Switzerland,Berlin_Center,Approved,10
C-105765,2021-02-20,2021-07-26,156.0,Family,IR1,71.0,Other,France,Germany,France_Main_Center,Approved,2
C-105766,2021-10-03,2021-12-07,65.0,Work,Work Permit,34.0,Other,Pakistan,Japan,Pakistan_Main_Center,Approved,10
C-105767,2021-11-09,2021-12-10,31.0,Tourist,Visitor Subclass 600,36.0,Female,Kenya,UK,Kenya_Main_Center,Approved,11
C-105768,2022-12-09,2023-03-20,101.0,Work,Employment Pass,23.0,Other,Peru,USA,Peru_Main_Center,Approved,12
C-105769,2020-09-18,2020-11-25,68.0,Work,H1B,51.0,Female,Germany,France,Frankfurt_Center,Approved,9
C-105770,2021-12-05,2022-01-10,36.0,Tourist,Tourist Visa,20.0,Male,Peru,Switzerland,Peru_Main_Center,Approved,12
C-105771,2023-06-07,2023-07-04,27.0,Business,Schengen Business,37.0,Other,Nigeria,Australia,Nigeria_Main_Center,Approved,6
C-105772,2022-08-09,2022-12-26,139.0,Work,L1,49.0,Male,Spain,UK,Spain_Main_Center,Approved,8
C-105773,2023-11-12,2024-02-03,83.0,Work,Skilled Worker,41.0,Other,South Korea,Australia,South Korea_Main_Center,Denied,11
C-105774,2023-06-10,2023-07-19,39.0,Tourist,Tourist Visa,50.0,Other,Kenya,USA,Kenya_Main_Center,Approved,6
C-105775,2024-12-27,2025-03-01,64.0,Student,F1,24.0,Unknown,UK,Singapore,Manchester_Center,Approved,12
C-105776,2020-09-21,2020-10-18,27.0,Tourist,Schengen Tourist,55.0,Female,Germany,Japan,Frankfurt_Center,Approved,9
C-105777,2021-09-10,2021-10-12,32.0,Tourist,Schengen Tourist,58.0,Male,Pakistan,USA,Pakistan_Main_Center,Approved,9
C-105778,2024-04-13,2024-04-30,17.0,Tourist,Visitor Subclass 600,39.0,Other,India,France,Kolkata_Center,Denied,4
C-105779,2022-02-19,2022-04-17,57.0,Work,Employment Pass,22.0,Female,Brazil,Switzerland,Sao Paulo_Center,Denied,2
C-105780,2022-03-24,2022-04-16,23.0,Business,Schengen Business,23.0,Male,Canada,France,Toronto_Center,Approved,3
C-105781,2024-09-23,2024-10-30,37.0,Tourist,B2,25.0,Other,Brazil,Japan,Sao Paulo_Center,Denied,9
C-105782,2022-06-01,2022-07-15,44.0,Tourist,Tourist Visa,48.0,Other,South Korea,Canada,South Korea_Main_Center,Approved,6
C-105783,2024-05-31,2024-06-26,26.0,Business,Business Visitor,72.0,Female,Brazil,UAE,Rio de Janeiro_Center,Approved,5
C-105784,2020-01-17,2020-05-11,115.0,Work,L1,57.0,Other,Colombia,Switzerland,Colombia_Main_Center,Approved,1
C-105785,2020-07-31,2020-09-08,39.0,Tourist,Tourist Visa,63.0,Male,Thailand,Germany,Thailand_Main_Center,Denied,7
C-105786,2020-06-20,2020-08-05,46.0,Tourist,B2,49.0,Female,Nigeria,Singapore,Nigeria_Main_Center,Approved,6
C-105787,2022-04-18,2022-06-23,66.0,Work,Skilled Worker,32.0,Female,Iran,Canada,Iran_Main_Center,Approved,4
C-105788,2020-09-08,2020-12-09,92.0,Work,L1,26.0,Female,Egypt,Singapore,Egypt_Main_Center,Approved,9
C-105789,2020-07-05,2020-08-08,34.0,Tourist,B2,21.0,Unknown,Brazil,Singapore,Brasilia_Center,Approved,7
C-105790,2023-08-08,2023-09-22,45.0,Tourist,Schengen Tourist,55.0,Other,Italy,Switzerland,Italy_Main_Center,Approved,8
C-105791,2024-11-02,2024-12-14,42.0,Tourist,Unknown,19.0,Female,Spain,France,Spain_Main_Center,Approved,11
C-105792,2020-05-26,2020-08-29,95.0,Work,Skilled Worker,31.0,Other,Bangladesh,Switzerland,Bangladesh_Main_Center,Approved,5
C-105793,2024-12-03,2025-01-01,29.0,Business,Business Visitor,56.0,Other,Spain,UK,Spain_Main_Center,Approved,12
C-105794,2024-03-30,2024-02-26,36.0,Tourist,Visitor Subclass 600,26.0,Male,China,UK,Beijing_Center,Pending,3
C-105795,2024-05-11,2024-07-11,61.0,Work,Employment Pass,48.0,Female,India,UK,Chennai_Center,Approved,5
C-105796,2020-01-11,2021-08-29,596.0,Student,Student Tier 4,18.0,Other,China,France,Shanghai_Center,Denied,1
C-105797,2022-04-30,2022-08-06,98.0,Work,Skilled Worker,65.0,Male,Turkey,Singapore,Turkey_Main_Center,Approved,4
C-105798,2024-05-13,2024-02-26,36.0,Tourist,Visitor Subclass 600,54.0,Other,Canada,UAE,Montreal_Center,Pending,5
C-105799,2021-06-15,2021-08-15,61.0,Diplomatic,A1,19.0,Other,Bangladesh,Switzerland,Bangladesh_Main_Center,Approved,6
C-105800,2023-06-09,2024-02-26,36.0,Transit,C1,66.0,Female,Iran,Singapore,Iran_Main_Center,Pending,6
C-105801,2021-03-04,2021-06-26,114.0,Work,Employment Pass,50.0,Other,Brazil,Canada,Unknown,Approved,3
C-105802,2023-09-21,2024-02-26,36.0,Transit,C1,68.0,Male,Egypt,UK,Egypt_Main_Center,Pending,9
C-105803,2022-11-23,2023-06-24,213.0,Family,IR1,86.0,Male,Peru,Japan,Peru_Main_Center,Approved,11
C-105804,2023-12-25,2024-01-18,24.0,Business,B1,29.0,Male,China,Australia,Guangzhou_Center,Approved,12
C-105805,2022-02-05,2024-02-26,36.0,Business,Business Visitor,49.0,Male,Russia,Canada,Russia_Main_Center,Pending,2
C-105806,2024-05-28,2024-07-06,39.0,Student,F1,29.0,Male,Spain,Singapore,Spain_Main_Center,Approved,5
C-105807,2023-04-30,2023-06-14,45.0,Student,F1,19.0,Other,Germany,Singapore,Frankfurt_Center,Approved,4
C-105808,2024-02-12,2024-03-05,22.0,Tourist,Tourist Visa,75.0,Male,China,Switzerland,Guangzhou_Center,Approved,2
C-105809,2024-07-24,2024-10-31,99.0,Work,L1,39.0,Male,Russia,Canada,Russia_Main_Center,Approved,7
C-105810,2020-10-30,2021-05-18,200.0,Family,CR1,76.0,Male,Turkey,New Zealand,Turkey_Main_Center,Approved,10
C-105811,2022-07-09,2022-11-05,119.0,Work,Skilled Worker,60.0,Female,Vietnam,Germany,Vietnam_Main_Center,Approved,7
C-105812,2020-01-13,2020-02-16,34.0,Business,B1,63.0,Other,India,Germany,Delhi_Center,Approved,1
C-105813,2020-05-16,2020-08-30,106.0,Work,Work Permit,60.0,Male,Pakistan,Switzerland,Pakistan_Main_Center,Approved,5
C-105814,2023-11-23,2023-12-28,35.0,Tourist,B2,70.0,Male,Russia,Japan,Russia_Main_Center,Approved,11
C-105815,2022-03-17,2022-07-16,121.0,Work,Skilled Worker,29.0,Male,Brazil,France,Brasilia_Center,Approved,3
C-105816,2023-02-09,2023-03-13,32.0,Tourist,B2,21.0,Female,Germany,Canada,Berlin_Center,Approved,2
C-105817,2024-08-31,2024-11-15,76.0,Student,Study Permit,30.0,Female,China,France,Shanghai_Center,Approved,8
C-105818,2024-12-30,2025-02-06,38.0,Tourist,Visitor Subclass 600,58.0,Other,Germany,Switzerland,Frankfurt_Center,Approved,12
C-105819,2021-05-02,2021-07-27,86.0,Work,Work Permit,58.0,Female,Spain,France,Spain_Main_Center,Approved,5
C-105820,2023-10-28,2024-01-20,84.0,Work,L1,72.0,Male,Colombia,USA,Colombia_Main_Center,Denied,10
C-105821,2021-03-27,2024-02-26,36.0,Business,Schengen Business,48.0,Female,Kenya,USA,Kenya_Main_Center,Pending,3
C-105822,2024-07-23,2024-10-10,79.0,Work,Skilled Worker,39.0,Other,Brazil,Japan,Brasilia_Center,Denied,7
C-105823,2022-09-27,2022-10-13,16.0,Tourist,Schengen Tourist,21.0,Male,Kenya,Netherlands,Kenya_Main_Center,Approved,9
C-105824,2024-08-15,2025-02-16,185.0,Family,IR1,32.0,Female,Mexico,UAE,Mexico City_Center,Approved,8
C-105825,2023-09-28,2023-12-15,78.0,Work,Skilled Worker,49.0,Other,Thailand,UAE,Thailand_Main_Center,Approved,9
C-105826,2023-04-11,2023-07-08,88.0,Work,Employment Pass,43.0,Female,Bangladesh,Singapore,Bangladesh_Main_Center,Approved,4
C-105827,2022-12-09,2023-02-14,67.0,Student,Student Tier 4,39.0,Male,Bangladesh,Australia,Bangladesh_Main_Center,Approved,12
C-105828,2021-05-11,2024-02-26,36.0,Diplomatic,Diplomatic Visa,29.0,Other,India,Singapore,Chennai_Center,Pending,5
C-105829,2022-05-10,2024-02-26,36.0,Tourist,Visitor Subclass 600,32.0,Male,Spain,France,Spain_Main_Center,Pending,5
C-105830,2023-03-19,2023-10-23,218.0,Family,IR1,81.0,Male,Germany,Netherlands,Frankfurt_Center,Denied,3
C-105831,2022-07-17,2023-01-21,188.0,Family,Family Reunion,47.0,Male,Russia,Canada,Russia_Main_Center,Denied,7
C-105832,2023-07-08,2023-08-05,28.0,Tourist,Tourist Visa,27.0,Male,France,Japan,France_Main_Center,Approved,7
C-105833,2024-03-05,2024-07-23,140.0,Work,L1,47.0,Male,Nigeria,Singapore,Nigeria_Main_Center,Approved,3
C-105834,2021-09-07,2022-03-15,189.0,Family,Family Reunion,48.0,Unknown,Turkey,Australia,Turkey_Main_Center,Approved,9
C-105835,2021-11-29,2021-12-30,31.0,Business,Schengen Business,25.0,Other,Brazil,France,Rio de Janeiro_Center,Approved,11
C-105836,2021-12-01,2024-02-26,36.0,Work,Skilled Worker,71.0,Female,Thailand,Singapore,Thailand_Main_Center,Pending,12
C-105837,2021-01-04,2021-02-04,31.0,Business,Schengen Business,31.0,Female,Brazil,UAE,Brasilia_Center,Approved,1
C-105838,2023-08-31,2023-12-08,99.0,Work,Skilled Worker,63.0,Male,Philippines,Singapore,Manila_Center,Denied,8
C-105839,2021-06-27,2021-07-27,30.0,Tourist,Schengen Tourist,59.0,Other,Italy,UAE,Italy_Main_Center,Approved,6
C-105840,2024-06-07,2024-07-19,42.0,Tourist,Visitor Subclass 600,29.0,Other,Italy,Singapore,Italy_Main_Center,Approved,6
C-105841,2021-08-27,2021-10-14,48.0,Tourist,Schengen Tourist,60.0,Other,Colombia,Netherlands,Colombia_Main_Center,Approved,8
C-105842,2021-07-10,2021-12-21,164.0,Work,L1,26.0,Male,Philippines,Canada,Manila_Center,Approved,7
C-105843,2024-03-22,2024-04-23,32.0,Tourist,Visitor Subclass 600,70.0,Other,Japan,Netherlands,Japan_Main_Center,Approved,3
C-105844,2022-01-26,2022-04-27,91.0,Work,H1B,36.0,Other,South Korea,Australia,South Korea_Main_Center,Approved,1
C-105845,2021-08-21,2021-10-01,41.0,Tourist,Tourist Visa,65.0,Male,South Korea,Australia,South Korea_Main_Center,Approved,8
C-105846,2023-02-04,2023-03-16,40.0,Student,F1,25.0,Male,Bangladesh,USA,Bangladesh_Main_Center,Denied,2
C-105847,2020-02-10,2020-04-26,76.0,Work,Unknown,39.0,Female,Japan,Canada,Japan_Main_Center,Approved,2
C-105848,2020-05-21,2020-08-26,97.0,Work,L1,58.0,Other,India,Singapore,Hyderabad_Center,Approved,5
C-105849,2021-08-08,2021-10-02,55.0,Student,M1,23.0,Male,Philippines,New Zealand,Cebu_Center,Approved,8
C-105850,2024-09-07,2024-10-07,30.0,Tourist,Schengen Tourist,40.0,Other,Turkey,Japan,Turkey_Main_Center,Denied,9
C-105851,2022-04-01,2022-06-19,79.0,Work,Employment Pass,33.0,Female,Turkey,UAE,Turkey_Main_Center,Approved,4
C-105852,2022-09-27,2023-01-05,100.0,Work,H1B,64.0,Male,Philippines,Canada,Manila_Center,Approved,9
C-105853,2022-09-24,2024-02-26,36.0,Student,Study Permit,25.0,Other,France,Australia,France_Main_Center,Pending,9
C-105854,2023-02-25,2023-03-30,33.0,Student,F1,27.0,Other,Germany,Netherlands,Berlin_Center,Approved,2
C-105855,2023-07-01,2023-09-13,74.0,Work,H1B,50.0,Other,Egypt,New Zealand,Egypt_Main_Center,Approved,7
C-105856,2020-11-10,2020-12-10,30.0,Business,Schengen Business,70.0,Male,Italy,Australia,Italy_Main_Center,Approved,11
C-105857,2020-12-24,2021-01-24,31.0,Tourist,Unknown,54.0,Other,France,Switzerland,France_Main_Center,Approved,12
C-105858,2024-09-24,2024-12-28,95.0,Work,Work Permit,57.0,Other,Japan,USA,Japan_Main_Center,Approved,9
C-105859,2024-08-13,2024-02-26,36.0,Business,Business Visitor,39.0,Male,France,Canada,France_Main_Center,Pending,8
C-105860,2023-03-17,2023-05-04,48.0,Student,Unknown,24.0,Other,Germany,UK,Berlin_Center,Approved,3
C-105861,2023-03-11,2023-06-12,93.0,Work,Skilled Worker,33.0,Male,Russia,Switzerland,Russia_Main_Center,Approved,3
C-105862,2020-10-30,2020-11-19,20.0,Business,Business Visitor,58.0,Female,South Korea,New Zealand,South Korea_Main_Center,Approved,10
C-105863,2024-09-20,2024-11-21,62.0,Work,Employment Pass,65.0,Male,Spain,Switzerland,Spain_Main_Center,Approved,9
C-105864,2021-07-25,2024-02-26,36.0,Diplomatic,A1,35.0,Male,Thailand,UAE,Thailand_Main_Center,Pending,7
C-105865,2022-06-25,2022-07-25,30.0,Tourist,Visitor Subclass 600,68.0,Male,Italy,France,Italy_Main_Center,Denied,6
C-105866,2020-12-02,2024-02-26,36.0,Tourist,Visitor Subclass 600,24.0,Female,Kenya,Japan,Kenya_Main_Center,Pending,12
C-105867,2023-04-18,2023-06-01,44.0,Student,Study Permit,27.0,Male,Germany,Japan,Frankfurt_Center,Denied,4
C-105868,2023-03-11,2023-05-23,73.0,Work,H1B,40.0,Unknown,Kenya,Switzerland,Kenya_Main_Center,Denied,3
C-105869,2022-07-17,2022-08-23,37.0,Student,M1,26.0,Female,Egypt,Australia,Egypt_Main_Center,Approved,7
C-105870,2023-08-15,2023-10-05,51.0,Student,Study Permit,26.0,Female,Pakistan,Netherlands,Pakistan_Main_Center,Approved,8
C-105871,2020-01-22,2020-05-07,106.0,Work,Skilled Worker,23.0,Female,Philippines,Australia,Cebu_Center,Approved,1
C-105872,2021-06-07,2021-10-03,118.0,Work,Employment Pass,20.0,Male,Mexico,Singapore,Juarez_Center,Approved,6
C-105873,2023-07-02,2023-08-10,39.0,Tourist,B2,24.0,Male,Nigeria,Switzerland,Nigeria_Main_Center,Approved,7
C-105874,2020-02-03,2020-02-24,21.0,Tourist,B2,43.0,Other,Russia,Germany,Russia_Main_Center,Approved,2
C-105875,2021-08-27,2024-02-26,36.0,Work,Work Permit,73.0,Female,Iran,Germany,Iran_Main_Center,Pending,8
C-105876,2020-05-26,2020-06-21,26.0,Tourist,Schengen Tourist,45.0,Male,Spain,Australia,Spain_Main_Center,Approved,5
C-105877,2022-09-14,2022-11-06,53.0,Student,Student Tier 4,23.0,Female,Nigeria,Germany,Nigeria_Main_Center,Approved,9
C-105878,2020-10-11,2020-11-07,27.0,Student,Student Tier 4,28.0,Female,Russia,France,Russia_Main_Center,Approved,10
C-105879,2022-09-17,2022-10-14,27.0,Tourist,B2,33.0,Female,France,Canada,France_Main_Center,Approved,9
C-105880,2022-12-01,2023-01-01,31.0,Business,B1,19.0,Other,Turkey,UK,Turkey_Main_Center,Denied,12
C-105881,2024-04-08,2024-05-05,27.0,Business,Schengen Business,39.0,Other,Brazil,France,Brasilia_Center,Approved,4
C-105882,2024-02-03,2024-03-08,34.0,Tourist,Visitor Subclass 600,47.0,Female,Italy,Switzerland,Italy_Main_Center,Approved,2
C-105883,2021-09-24,2022-03-11,168.0,Family,IR1,14.0,Female,Germany,France,Berlin_Center,Approved,9
C-105884,2020-07-12,2020-10-08,88.0,Transit,C1,39.0,Male,Kenya,UK,Kenya_Main_Center,Approved,7
C-105885,2020-09-07,2020-10-10,33.0,Tourist,Tourist Visa,40.0,Female,Pakistan,Netherlands,Unknown,Approved,9
C-105886,2022-02-12,2022-03-12,28.0,Tourist,Visitor Subclass 600,55.0,Female,Russia,UK,Russia_Main_Center,Approved,2
C-105887,2021-04-14,2021-04-29,15.0,Tourist,B2,51.0,Male,Mexico,Japan,Guadalajara_Center,Approved,4
C-105888,2024-11-29,2024-12-28,29.0,Business,B1,54.0,Other,Germany,Japan,Frankfurt_Center,Denied,11
C-105889,2021-01-24,2021-04-12,78.0,Work,Skilled Worker,68.0,Other,Kenya,France,Kenya_Main_Center,Approved,1
C-105890,2022-01-02,2022-03-31,88.0,Work,Skilled Worker,51.0,Other,Brazil,Canada,Brasilia_Center,Approved,1
C-105891,2022-07-05,2022-09-15,72.0,Work,Work Permit,32.0,Other,Egypt,France,Egypt_Main_Center,Denied,7
C-105892,2024-08-25,2024-09-28,34.0,Tourist,Visitor Subclass 600,56.0,Male,Spain,Germany,Spain_Main_Center,Approved,8
C-105893,2022-05-29,2022-10-24,148.0,Family,IR1,85.0,Other,Colombia,UAE,Colombia_Main_Center,Approved,5
C-105894,2021-07-08,2024-02-26,36.0,Student,Student Tier 4,19.0,Other,Spain,UAE,Spain_Main_Center,Pending,7
C-105895,2021-04-09,2021-05-21,42.0,Student,Student Tier 4,27.0,Other,Vietnam,USA,Vietnam_Main_Center,Approved,4
C-105896,2022-06-20,2022-09-11,83.0,Work,Work Permit,42.0,Other,Russia,Singapore,Russia_Main_Center,Approved,6
C-105897,2020-11-19,2020-12-15,26.0,Tourist,Visitor Subclass 600,63.0,Other,Turkey,USA,Turkey_Main_Center,Approved,11
C-105898,2020-04-23,2020-05-30,37.0,Student,F1,18.0,Female,Colombia,Canada,Colombia_Main_Center,Approved,4
C-105899,2024-11-27,2024-12-16,19.0,Business,Business Visitor,59.0,Female,Turkey,Singapore,Turkey_Main_Center,Approved,11
C-105900,2021-03-20,2024-02-26,36.0,Work,Work Permit,60.0,Male,Canada,Australia,Vancouver_Center,Pending,3
C-105901,2021-03-09,2021-05-18,70.0,Work,L1,36.0,Unknown,Turkey,USA,Turkey_Main_Center,Approved,3
C-105902,2022-11-22,2023-01-08,47.0,Tourist,Tourist Visa,36.0,Male,Spain,UK,Spain_Main_Center,Approved,11
C-105903,2022-01-04,2022-02-09,36.0,Tourist,Tourist Visa,18.0,Other,Colombia,UAE,Colombia_Main_Center,Denied,1
C-105904,2024-10-09,2025-01-10,93.0,Work,Work Permit,74.0,Other,South Korea,Canada,South Korea_Main_Center,Approved,10
C-105905,2024-03-30,2024-04-22,23.0,Tourist,B2,31.0,Other,Spain,Switzerland,Spain_Main_Center,Approved,3
C-105906,2023-04-23,2023-06-25,63.0,Work,L1,66.0,Male,Pakistan,Switzerland,Pakistan_Main_Center,Approved,4
C-105907,2023-04-15,2023-07-08,84.0,Work,Work Permit,60.0,Female,Kenya,USA,Kenya_Main_Center,Approved,4
C-105908,2024-04-01,2024-05-21,50.0,Student,F1,19.0,Female,Egypt,Australia,Egypt_Main_Center,Approved,4
C-105909,2023-03-10,2023-05-25,76.0,Work,L1,63.0,Male,Spain,UAE,Spain_Main_Center,Approved,3
C-105910,2021-10-18,2021-11-01,14.0,Business,B1,57.0,Female,Pakistan,New Zealand,Pakistan_Main_Center,Approved,10
C-105911,2024-07-28,2026-01-02,523.0,Tourist,Visitor Subclass 600,48.0,Other,India,UAE,Hyderabad_Center,Denied,7
C-105912,2021-12-05,2022-02-11,68.0,Work,Skilled Worker,19.0,Male,UK,New Zealand,London_Center,Approved,12
C-105913,2023-11-11,2024-02-26,36.0,Student,Study Permit,18.0,Female,Vietnam,Germany,Vietnam_Main_Center,Pending,11
C-105914,2020-05-17,2020-06-17,31.0,Tourist,B2,73.0,Female,Spain,UK,Spain_Main_Center,Approved,5
C-105915,2022-10-26,2022-11-15,20.0,Business,Schengen Business,59.0,Male,Colombia,New Zealand,Colombia_Main_Center,Approved,10
C-105916,2024-06-04,2024-12-30,209.0,Family,Family Reunion,43.0,Other,Mexico,Netherlands,Mexico City_Center,Approved,6
C-105917,2020-11-22,2021-01-23,62.0,Transit,C1,28.0,Male,France,Singapore,France_Main_Center,Denied,11
C-105918,2023-12-05,2024-02-26,36.0,Business,Business Visitor,64.0,Other,Spain,Switzerland,Spain_Main_Center,Pending,12
C-105919,2023-05-17,2023-06-29,43.0,Student,F1,21.0,Female,India,Singapore,Unknown,Approved,5
C-105920,2024-05-21,2024-08-12,83.0,Work,Skilled Worker,50.0,Female,Germany,USA,Berlin_Center,Approved,5
C-105921,2021-08-10,2021-09-29,50.0,Student,M1,24.0,Male,France,Singapore,France_Main_Center,Approved,8
C-105922,2020-10-19,2020-12-11,53.0,Student,Unknown,25.0,Male,Colombia,UK,Colombia_Main_Center,Approved,10
C-105923,2022-08-17,2022-11-11,86.0,Work,Work Permit,39.0,Female,Brazil,USA,Rio de Janeiro_Center,Approved,8
C-105924,2021-01-09,2021-02-13,35.0,Tourist,Tourist Visa,65.0,Female,Iran,Germany,Iran_Main_Center,Approved,1
C-105925,2024-04-13,2024-07-13,91.0,Work,Skilled Worker,21.0,Unknown,Mexico,Germany,Guadalajara_Center,Approved,4
C-105926,2022-03-31,2024-02-26,36.0,Tourist,Unknown,48.0,Male,Mexico,Australia,Guadalajara_Center,Pending,3
C-105927,2022-05-08,2022-06-30,53.0,Student,Study Permit,29.0,Female,Brazil,Australia,Sao Paulo_Center,Approved,5
C-105928,2022-12-04,2023-03-16,102.0,Work,H1B,34.0,Other,Iran,UK,Iran_Main_Center,Approved,12
C-105929,2024-08-23,2024-11-19,88.0,Work,H1B,20.0,Female,Philippines,Canada,Manila_Center,Approved,8
C-105930,2022-05-13,2022-08-17,96.0,Work,Work Permit,37.0,Male,Turkey,New Zealand,Turkey_Main_Center,Approved,5
C-105931,2023-04-02,2024-02-26,36.0,Tourist,Visitor Subclass 600,42.0,Male,Thailand,Australia,Thailand_Main_Center,Pending,4
C-105932,2023-10-11,2024-01-01,82.0,Work,Employment Pass,18.0,Male,Iran,UAE,Iran_Main_Center,Approved,10
C-105933,2024-12-02,2024-02-26,36.0,Tourist,Tourist Visa,22.0,Male,France,Germany,France_Main_Center,Pending,12
C-105934,2022-10-29,2024-02-26,36.0,Work,H1B,61.0,Female,Nigeria,Canada,Nigeria_Main_Center,Pending,10
C-105935,2022-11-02,2022-12-12,40.0,Student,Study Permit,20.0,Male,Vietnam,UAE,Vietnam_Main_Center,Approved,11
C-105936,2024-05-10,2024-12-15,219.0,Family,Partner Visa,42.0,Male,Philippines,USA,Manila_Center,Approved,5
C-105937,2022-05-08,2022-06-22,45.0,Student,F1,24.0,Other,Philippines,New Zealand,Cebu_Center,Denied,5
C-105938,2023-03-28,2023-04-29,32.0,Business,Schengen Business,35.0,Male,Kenya,Germany,Unknown,Approved,3
C-105939,2021-05-08,2021-06-18,41.0,Student,Study Permit,21.0,Male,Mexico,Australia,Guadalajara_Center,Approved,5
C-105940,2022-02-26,2022-05-02,65.0,Student,Student Tier 4,18.0,Female,Egypt,New Zealand,Egypt_Main_Center,Approved,2
C-105941,2022-11-20,2022-12-16,26.0,Business,B1,24.0,Unknown,Vietnam,USA,Vietnam_Main_Center,Approved,11
C-105942,2022-02-22,2022-03-26,32.0,Tourist,B2,47.0,Other,France,Australia,France_Main_Center,Approved,2
C-105943,2022-06-22,2022-10-22,122.0,Work,Unknown,70.0,Other,Japan,New Zealand,Japan_Main_Center,Denied,6
C-105944,2022-10-13,2022-11-10,28.0,Tourist,Visitor Subclass 600,72.0,Female,Philippines,Singapore,Cebu_Center,Denied,10
C-105945,2022-12-23,2023-02-22,61.0,Student,F1,23.0,Female,Germany,UAE,Berlin_Center,Approved,12
C-105946,2023-10-27,2024-02-12,108.0,Work,Work Permit,18.0,Other,Egypt,Japan,Egypt_Main_Center,Denied,10
C-105947,2023-09-06,2023-10-02,26.0,Tourist,Schengen Tourist,36.0,Female,Bangladesh,USA,Bangladesh_Main_Center,Approved,9
C-105948,2022-10-09,2022-11-11,33.0,Tourist,Visitor Subclass 600,69.0,Other,Philippines,Germany,Manila_Center,Approved,10
C-105949,2020-01-21,2020-04-05,75.0,Work,Employment Pass,29.0,Other,Iran,UK,Iran_Main_Center,Approved,1
C-105950,2023-10-06,2023-10-30,24.0,Student,Study Permit,18.0,Female,Nigeria,Canada,Nigeria_Main_Center,Denied,10
C-105951,2022-06-18,2022-09-05,79.0,Work,Employment Pass,67.0,Female,France,Australia,France_Main_Center,Approved,6
C-105952,2020-03-12,2020-04-09,28.0,Tourist,Tourist Visa,74.0,Female,France,New Zealand,France_Main_Center,Approved,3
C-105953,2023-12-29,2024-03-19,81.0,Work,L1,70.0,Male,Egypt,Singapore,Egypt_Main_Center,Approved,12
C-105954,2024-09-13,2026-03-26,559.0,Work,H1B,75.0,Female,Germany,Japan,Berlin_Center,Denied,9
C-105955,2023-08-26,2023-09-19,24.0,Business,B1,25.0,Male,Mexico,Switzerland,Juarez_Center,Approved,8
C-105956,2021-04-27,2021-08-09,104.0,Work,Employment Pass,49.0,Male,Brazil,New Zealand,Rio de Janeiro_Center,Approved,4
C-105957,2023-01-31,2023-02-15,15.0,Business,Business Visitor,67.0,Female,Turkey,UAE,Turkey_Main_Center,Approved,1
C-105958,2024-01-23,2024-03-27,64.0,Diplomatic,A1,28.0,Female,Kenya,Switzerland,Kenya_Main_Center,Approved,1
C-105959,2020-08-21,2020-10-09,49.0,Tourist,Visitor Subclass 600,48.0,Female,Egypt,Australia,Egypt_Main_Center,Approved,8
C-105960,2024-01-19,2024-02-15,27.0,Tourist,Visitor Subclass 600,23.0,Male,South Korea,UAE,South Korea_Main_Center,Approved,1
C-105961,2020-01-24,2020-02-23,30.0,Tourist,Tourist Visa,52.0,Female,Bangladesh,New Zealand,Bangladesh_Main_Center,Approved,1
